id,position,name,score,ratings,category,category,full_address,zip_code,lat,lng
139,86,Dunkin (300 Commons Dr),4.7,18,"Breakfast &amp; Brunch, Donuts","Breakfast &amp; Brunch, Donuts","300 Commons Dr, Birmingham, AL, 35209",35209,33.44203,-86.83068
140,85,Good Health To Be Hail Cafe and Juice Bar,,,"Vegan, Wings, Fast Food, Desserts, Breakfast and Brunch","Vegan, Wings, Fast Food, Desserts, Breakfast and Brunch","1920 8th Ave N, Bessemer, AL, 35020",35020,33.40697,-86.95921
141,84,Pizza Passion,4.3,15,"Pizza, American, Italian","Pizza, American, Italian","6805 1st Avenue North, Birmingham, AL, 35206",35206,33.55169,-86.73818
142,83,The Purple Onion  (Montclair),4.6,37,"Mediterranean, Greek, Comfort Food","Mediterranean, Greek, Comfort Food","1545 Montclair Road, Birmingham, AL, 35210",35210,33.52385,-86.72464
143,82,Wings  R King (2802 Lakeshore),4.1,51,"Wings, American, Fast Food","Wings, American, Fast Food","2802 Lakeshore Parkway, Birmingham, AL, 35211",35211,33.42455,-86.88753
144,80,Godfather's Pizza (231 State Farm Pkwy),4.9,16,"Pizza, American, Italian","Pizza, American, Italian",,,33.44629,-86.82708
145,79,Bell Peppers,,,"American, Sandwiches, Pizza","American, Sandwiches, Pizza","144 River Square Plaza, Hueytown, AL, 35023",35023,33.45259,-86.98445
146,78,La Paz (Euclid Ave),4.7,100,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","99 Euclid Ave, Birmingham, AL, 35213",35213,33.5032,-86.75708
147,76,Taqueria Juarez,4.9,62,"Mexican, Tacos, Latin American","Mexican, Tacos, Latin American","1630 Montgomery Highway, Hoover, AL, 35226",35226,33.39676078,-86.80678149
148,75,Olipita Mediterranean and American Grill,4.9,16,"Mediterranean, American, Chicken","Mediterranean, American, Chicken","837 Park Rd, Pleasant Grove, AL, 35127",35127,33.4912458,-86.977125
149,74,Little Italy's Pizza and Pints,4.4,100,"Pizza, American, Italian","Pizza, American, Italian","1924 11th Ave S, Birmingham, AL, 35205",35205,33.5005407,-86.7968779
150,73,Nothing But Noodles (Mountain Brook),4.7,100,"Chinese, Asian, Noodles","Chinese, Asian, Noodles","2800 Cahaba Village Plz, Mountain Brook, AL, 35243",35243,33.4612,-86.75404
151,72,Urbano Taco -Bar,4.4,21,"Mexican, Latin American, Spanish","Mexican, Latin American, Spanish","6400 1st Ave N, Birmingham, AL, 35212",35212,33.54819,-86.74283
152,71,Speedy's Mexican Foods,4.6,45,Mexican,Mexican,"275 Forest Rd, Hueytown, AL, 35023",35023,33.45407,-86.98165
153,70,Market Fresh (2100 7TH AVE S),4.1,26,"American, Fast Food, Sandwich","American, Fast Food, Sandwich","2100 7Th Ave S, Birmingham, AL, 35233",35233,33.50699,-86.79837
154,69,Destiny On The 1,4.1,37,"Soul Food, American, Burgers","Soul Food, American, Burgers","3030 Dartmouth Avenue, Bessemer, AL, 35020",35020,33.41126,-86.93522
155,68,Little Donkey Mexican Restaurant | Homewood,4.7,96,"Mexican, Latin American, Comfort Food","Mexican, Latin American, Comfort Food","2701 18th Street South, Birmingham, AL, 35205",35205,33.48294,-86.79133
156,67,The Juicy Seafood,4.3,76,"Seafood, American, Southern","Seafood, American, Southern","7724 Ludington Lane, Birmingham, AL, 35210",35210,33.532035,-86.717439
157,66,Wasabi Juan's (Downtown),5,11,"Sushi, Burritos, Tacos","Sushi, Burritos, Tacos","2201 2nd Ave S Suite 105, Birmingham, AL, 35233",35233,33.51211,-86.79992
158,65,Urban Cookhouse (Crestline),4.9,48,"Salads, American, Sandwich","Salads, American, Sandwich","212 Country Club Park, Mountain Brk, AL, 35213",35213,33.50194,-86.75774
159,64,Hardee's (1616 Decatur Hwy),,,"American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich","American, Breakfast and Brunch, Burgers, Chicken, Fast Food, Sandwich","1616 Decatur Hwy, Fultondale, AL, 35068",35068,33.60959,-86.79739
160,63,Dockside Charlie's (1709 Fulton Rd),,,"American, Seafood","American, Seafood","1709 Fulton Rd, Fultondale, AL, 35068",35068,33.60956,-86.80566
161,62,Alfredo's Pizza Cafe,3.9,32,"Pizza, American, Italian, Sandwich, Salads","Pizza, American, Italian, Sandwich, Salads","803 Green Springs Highway, 803, Homewood, AL, 35209",35209,33.46167,-86.81806
162,61,Woodbury's Food for the Soul,,,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","4814 Main Street, Adamsville, AL, 35005",35005,33.60057,-86.95338
163,60,Newk's Eatery (611 Richard Arrington Jr Blvd S),4.6,100,"Sandwiches, American, Healthy","Sandwiches, American, Healthy","611 Richard Arrington Jr Blvd S, Birmingham, AL, 35233",35233,33.5073143,-86.7986601
164,59,Cosmic Wings - 5 Points West,3.5,13,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food","American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food","2246 Bessemer Road, Birmingham, AL, 35207",35207,33.49759,-86.87686
165,58,Huddle House (2751 Allison Bonnet Memorial Hwy),3.8,80,"American, Breakfast &amp; Brunch, Salads","American, Breakfast &amp; Brunch, Salads","2751 ALLISON BONNET MEMORIAL HWY, HUEYTOWN, AL, 35023",35023,33.45479,-86.96679
166,57,Panera (1400 University Blvd),4.7,55,"Breakfast and Brunch, salad, Sandwich, Pizza, Healthy, American, Chicken","Breakfast and Brunch, salad, Sandwich, Pizza, Healthy, American, Chicken","1400 University Blvd, Birmingham, AL, 35233",35233,33.5016263,-86.8071057
167,56,Greenhouse,4.9,100,"Salads, American, Vegetarian, Healthy","Salads, American, Vegetarian, Healthy","1017 Oxmoor Rd, Birmingham, AL, 35209",35209,33.4736204,-86.80759
168,55,Hootie's Chicken Tenders (1278 Oak Grove Road),,,"American, Chicken Strips, Wings, Chicken","American, Chicken Strips, Wings, Chicken","1278 Oak Grove Road, Birmingham, AL, 35209",35209,33.44328,-86.82908
169,54,Underground Chuck's (1709 Fulton Rd),,,"American, Sandwich, Burgers","American, Sandwich, Burgers","1709 Fulton Rd, Fultondale, AL, 35068",35068,33.60956,-86.80566
170,53,The Electric,,,"American, Sandwiches, Salads","American, Sandwiches, Salads","2146 Tyler Road, Hoover, AL, 35226",35226,33.41647,-86.84452
171,51,Denny's (224 Daniel Payne Drive N),3.5,68,"American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Family Meals","American, Breakfast and Brunch, Coffee and Tea, Dinner, Desserts, Salads, Steak, Sandwich, Family Meals","224 Daniel Payne Drive N, Birmingham, AL, 35207",35207,33.562544,-86.830681
172,50,Wing Town,,,"Comfort Food, American, Burgers","Comfort Food, American, Burgers","1620 Forestdale Boulevard, Birmingham, AL, 35214",35214,33.56894,-86.89912
173,49,The Purple Onion (Hueytown),4.5,97,"Mediterranean, Greek, Comfort Food","Mediterranean, Greek, Comfort Food","3044 Allison-Bonnett Memorial Drive, Bessemer, AL, 35023",35023,33.45133,-86.98123
174,48,Crawdaddy's,,,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","2247 Pelham Pky, Birmingham, AL, 35005",35005,33.59286477,-86.95821521
175,47,Hero Doughnuts (Parkside),4.8,59,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","1701 1st Avenue South, Birmingham, AL, 35233",35233,33.5097,-86.8075
176,46,The Purple Onion (Lakeview),4.3,100,"Mediterranean, Wings, Comfort Food","Mediterranean, Wings, Comfort Food","737 29th Street South, Birmingham, AL, 35233",35233,33.51085,-86.78597
177,44,The Millionaire Cheesesteaks,,,"Sandwiches, American, Comfort Food","Sandwiches, American, Comfort Food","1100 Forestdale Blvd., Birminham, AL, 63112",63112,33.55725937,-86.89021022
178,43,Hootie's Burger Bar (1278 Oak Grove Road),,,"American, Bar Food, burger, Sandwiches, Burgers","American, Bar Food, burger, Sandwiches, Burgers","1278 Oak Grove Road, Birmingham, AL, 35209",35209,33.4431257,-86.8291813
179,42,Wings R King (Hoover),4.3,100,"Wings, American, Fast Food","Wings, American, Fast Food","1535 Montgomery Hwy, Hoover, AL, 35216",35216,33.41046,-86.80547
180,40,Firehouse Subs (Homewood),4.7,73,"American, Sandwich","American, Sandwich","808 Green Springs Hwy, Homewood, AL, 35209",35209,33.46055,-86.81937
181,39,Gus's World Famous Fried Chicken (Birmingham),4.5,43,"Comfort Food, American, Wings","Comfort Food, American, Wings","2201 2nd Ave S, Birmingham, AL, 35233",35233,33.5120143,-86.8001379
182,38,Kings Wings,4.3,26,"Wings, American, Fast Food","Wings, American, Fast Food","1100 Forestdale Blvd, Birmingham, AL, 35214",35214,33.55741,-86.8903
183,37,Wylam Wings &amp; Things,4,55,"Wings, American, Fast Food","Wings, American, Fast Food","710 Bank Street, Birmingham, AL, 35224",35224,33.5052,-86.92167
184,35,Oak Hill Bar &amp; Grill,,,"American, Burgers, Sandwiches","American, Burgers, Sandwiches","2835 18th St S, Birmingham, AL, 35209",35209,33.47998,-86.79149
185,34,Hero Doughnuts (Homewood),4.8,77,"Coffee and Tea, American, Breakfast and Brunch","Coffee and Tea, American, Breakfast and Brunch","3027 Central Ave, Homewood, AL, 35209",35209,33.47608,-86.79674
186,33,Wings Plus V &amp; Grill,4.1,46,"Black-owned, American, Family Meals","Black-owned, American, Family Meals","755 Shades Mountain Plaza, Hoover, AL, 35226",35226,33.4140201,-86.8440438
187,32,Wendy's  (213 State Farm Pkwy),4.1,25,"American, Burgers, Fast Food","American, Burgers, Fast Food","213 State Farm Pkwy, Homewood, AL, 35209",35209,33.447396,-86.825589
188,31,Crown kitchen and Catering,3.7,17,"Comfort Food, American, Wings","Comfort Food, American, Wings","2017 Avenue F, Birmingham, AL, 35218",35218,33.5108811,-86.8966982
189,30,A-Wings (Montclair Rd),4.2,86,"American, Wings, Sandwich","American, Wings, Sandwich","1680 Montclair Rd, Irondale, AL, 35210",35210,33.52784,-86.717922
190,27,The Purple Onion (Hoover),4.3,100,"Mediterranean, American, Greek","Mediterranean, American, Greek","1551 Montgomery Highway, Vestavia Hills, AL, 35216",35216,33.40672,-86.80573
191,25,Wings R King (Birmingham/Tarrant),4.1,100,"Wings, American, Fast Food","Wings, American, Fast Food","3833 E Lake Blvd, Birmingham, AL, 35217",35217,33.55279,-86.78189
192,24,Overtime Grill &amp; Bar,4.4,17,"American, Sandwich, Salads, Healthy","American, Sandwich, Salads, Healthy","100 Frankfurt Cir, Birmingham, AL, 35211",35211,33.4382811,-86.86596
193,23,B&amp;W Philly Steaks,4.7,30,"Salads, American, Seafood, Sandwich, Wings","Salads, American, Seafood, Sandwich, Wings","707 Richard Arrington Junior Boulevard South, 103B, Birmingham, AL, 35233",35233,33.5083,-86.8004
194,22,Onetaste,,,"Soul Food, American, Burgers","Soul Food, American, Burgers","833 Park Road, Pleasant Grove, AL, 35127",35127,33.49062296,-86.97795605
195,21,Dairy Queen Grill &amp; Chill (1349 Hueytown Rd),4.4,15,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American","Ice Cream + Frozen Yogurt, Burgers, Chicken, American","1349, Hueytown, AL, 35023",35023,33.446515,-86.9969224
196,20,Steak-Out,4.1,61,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","1717 28th Ave S, Birmingham, AL, 35209",35209,33.4803897,-86.793482
197,19,Jim ‘N Nick’s Bar-B-Q (Gardendale),4.7,35,"BBQ, American, Burgers","BBQ, American, Burgers","915 Odum Rd, Gardendale, AL, 35071",35071,33.64863,-86.8255
198,18,KFC (1800 20th Street Ensley),4,11,"American, Fast Food, wings","American, Fast Food, wings","1800 20th Street Ensley, Birmingham, AL, 35218",35218,33.5095866,-86.8857138
199,17,Rodney Scott's BBQ (Birmingham),4.6,100,"Black-owned, BBQ, American, Burgers, Family Meals","Black-owned, BBQ, American, Burgers, Family Meals","3719 3rd Ave S, Birmingham, AL, 35222",35222,33.5213452,-86.77839
200,16,MrBeast Burger (2751 Allison-Bonnett Memorial Drive),4.2,33,"American, Desserts","American, Desserts","2751 Allison-Bonnett Memorial Drive, Hueytown, AL, 35023",35023,33.45479,-86.96679
201,14,O'Charley's (1709 Fulton Rd),4.3,100,"American, Family Meals","American, Family Meals","1709 Fulton Rd, Fultondale, AL, 35068",35068,33.609534,-86.805809
202,13,Wayback Burger (1801 4Th Avenue South Suite 103),4.4,100,"Burgers, American, Sandwich, Salads, Healthy","Burgers, American, Sandwich, Salads, Healthy","1801 4Th Avenue South, Birmingham, AL, 35233",35233,33.5074677,-86.80459
203,11,Zaxby's (2880 Allison-Bonnett Memorial Dr),4.4,26,"American, Wings, Salads, Healthy, Family Meals","American, Wings, Salads, Healthy, Family Meals","2880 Allison-Bonnett Memorial Dr., Bessemer, AL, 35023",35023,33.4539272,-86.9693379
204,10,Captain D's (1141 Forestdale Boulevard),,,"Seafood, Fast Food, Fish and Chips, American, Family Meals","Seafood, Fast Food, Fish and Chips, American, Family Meals","1141, Forestdale, AL, 35214",35214,33.5589871,-86.8903604
205,9,BK Clouds LLC,4.7,14,"Comfort Food, American, Burgers","Comfort Food, American, Burgers","1539 S Main St, Graysville, AL, 35073",35073,33.61178,-86.96377
206,8,Burger King (1484 Forestdale Blvd),3.2,16,"American, burger, Fast Food, Family Meals","American, burger, Fast Food, Family Meals","1484 Forestdale Blvd, Birmingham, AL, 35214",35214,33.565045,-86.8963771
207,4,Cracker Barrel Old Country Store (901 Fieldstown Road),4.4,64,"Burgers, American, Sandwiches, Family Meals","Burgers, American, Sandwiches, Family Meals","901 Fieldstown Road, Gardendale, AL, 35071",35071,33.6478117,-86.8307827
208,2,McDonald's® (1309 FORESTDALE BLVD),4,29,"American, Burgers, Fast Food, Fast Food","American, Burgers, Fast Food, Fast Food","1309 FORESTDALE BLVD, BIRMINGHAM, AL, 35214",35214,33.5617425,-86.8925979
209,1,Five Guys AL-1183 3345 Lowery Pkwy,4.7,74,"American, Burgers, Sandwich","American, Burgers, Sandwich","3345 Lowery Pkwy, Fultondale, AL, 35068",35068,33.6016852,-86.8052927
210,16,Steel City Pops (2821 Central Ave),,,"Desserts, Ice Cream + Frozen Yogurt, Japanese sweets, Juice and Smoothies, Vegetarian Friendly","Desserts, Ice Cream + Frozen Yogurt, Japanese sweets, Juice and Smoothies, Vegetarian Friendly","2821 Central Ave, Homewood, AL, 35209",35209,33.4793,-86.7945
211,15,Market Cafe,,,"Burgers, American, Sandwiches, Salads, Healthy, Pizza, Vegetarian Friendly","Burgers, American, Sandwiches, Salads, Healthy, Pizza, Vegetarian Friendly","808 20th St S, Birmingham, AL, 35205",35205,33.5043148,-86.7992686
212,14,Velvet Kake LLC,,,"Desserts, Comfort Food, Kids Friendly, Exclusive to Eats","Desserts, Comfort Food, Kids Friendly, Exclusive to Eats","5831 1st Ave N, Birmingham, AL, 35212",35212,33.54266,-86.74931
213,13,De Vinci's Pizza,4.6,100,"Pizza, American, Italian, Family Friendly","Pizza, American, Italian, Family Friendly","2707 18th St S, Birmingham, AL, 35209",35209,33.48262,-86.791389
214,12,Home Plate Diner,4.7,34,"American, Vegetarian Friendly","American, Vegetarian Friendly","2780 Allison Bonnett Memorial Dr Ste 106, Hueytown, AL, 35023",35023,33.45485,-86.96864
215,11,Starbucks (20th Street and 3rd Ave.),4.8,100,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly","Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea, Group Friendly","308 20th St South, Birmingham, AL, 35233",35233,33.509565,-86.8028408
216,10,Shiki Thai Sushi Restaurant,4.8,100,"Asian, Asian Cuisine, Family Friendly","Asian, Asian Cuisine, Family Friendly","3000 19th St S, Homewood, AL, 35209",35209,33.4783634,-86.7894193
217,9,Surin West,4.8,100,"Thai, Asian, Noodles, Family Friendly, Group Friendly","Thai, Asian, Noodles, Family Friendly, Group Friendly","1918 11th Ave S, Birmingham, AL, 35205",35205,33.5004516,-86.7970053
218,8,Pink Balloon,4.3,13,"Pizza, American, Italian, Allergy Friendly","Pizza, American, Italian, Allergy Friendly","2801 7th Avenue South, Birmingham, AL, 35233",35233,33.51123,-86.78848
219,6,Hickory Tavern (Brookwood Village),4.6,57,"American, New American, Wings, Burgers, Burgers, Chicken, Steak, Seafood, Sandwich, Sandwiches, Salads, Salads, Tacos, Tacos, Bar Food, Vegetarian Friendly, Kids Friendly, Family Friendly","American, New American, Wings, Burgers, Burgers, Chicken, Steak, Seafood, Sandwich, Sandwiches, Salads, Salads, Tacos, Tacos, Bar Food, Vegetarian Friendly, Kids Friendly, Family Friendly","595 Brookwood Vlg, Homewood, AL, 35209",35209,33.470901,-86.7705987
220,5,Outback Steakhouse (1725 Fulton Road),4.5,100,"Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly","Burgers, American, Sandwiches, Steak, Seafood, Salads, BBQ, Healthy, Family Friendly","1725 Fulton Road, Fultondale, AL, 35068",35068,33.609342,-86.806909
221,4,Dreamland BBQ (Birmingham),4.5,100,"BBQ, Burgers, Salads, Healthy, Family Friendly","BBQ, Burgers, Salads, Healthy, Family Friendly","1427 14th Ave S, Birmingham, AL, 35205",35205,33.4939991,-86.802659
222,3,Arby's (996 Forestdale Blvd),4.1,28,"American, Sandwich, Fast Food, Kids Friendly","American, Sandwich, Fast Food, Kids Friendly","996, Forestdale, AL, 35214",35214,33.553465,-86.8861985
223,2, Maki Fresh (Cahaba Village Plz),4.7,100,"Sushi, Asian, Japanese, Burgers, Salads, Desserts, Healthy, Family Meals, Family Friendly","Sushi, Asian, Japanese, Burgers, Salads, Desserts, Healthy, Family Meals, Family Friendly","2800 Cahaba Village Plz suite 145, Birmingham, AL, 35243",35243,33.4610208,-86.7545052
224,1,Mr. Chen's Authentic Chinese Restaurant,4.6,100,"Chinese, Asian, Family Friendly, Exclusive to Eats, Group Friendly","Chinese, Asian, Family Friendly, Exclusive to Eats, Group Friendly","808 Green Springs Hwy, Homewood, AL, 35209",35209,33.460747,-86.819466
225,5,Fried or Die Chicken (541-B Graymont Ave),,,"Fried Chicken, Sandwiches, Southern, Alcohol","Fried Chicken, Sandwiches, Southern, Alcohol","541-B Graymont Ave, Birmingham, AL, 35204",35204,33.50924499,-86.84580706
226,4,Ranch Burger Co. (541-B Graymont Ave),,,"American, Burgers, Sandwich, Alcohol","American, Burgers, Sandwich, Alcohol","541-B Graymont Ave, Birmingham, AL, 35204",35204,33.5098,-86.85464
227,3,541-B Graymont Ave,,,"Breakfast and Brunch, American, Comfort Food, Alcohol","Breakfast and Brunch, American, Comfort Food, Alcohol","541 Graymont Ave W, Birmingham, AL, 35204",35204,33.52286,-86.8077
228,2,Juicy's Cheesesteaks (541-B Graymont Ave),,,"American, Sandwiches, Cheesesteak, Alcohol","American, Sandwiches, Cheesesteak, Alcohol","541 Graymont Avenue West, Birmingham, AL, 35204",35204,33.50916,-86.84566
229,1,541-B Graymont Ave,,,"Breakfast and Brunch, American, Sandwich, Alcohol","Breakfast and Brunch, American, Sandwich, Alcohol","432 8th Avenue West, Birmingham, AL, 35204",35204,33.51347,-86.84387
230,8,Starbucks (Magnolia City Place),4.7,57,"Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea","Bakery, Breakfast and Brunch, Cafe, Coffee &amp; Tea","659 Fieldstown Rd, Gardendale, AL, 35071",35071,33.6504255,-86.8238714
231,7,Copacabana Acai (541-B Graymont Ave),,,"American, Healthy","American, Healthy","541-B Graymont Ave, Birmingham, AL, 35204",35204,33.5098,-86.85464
232,6,The Seafood King (Homewood),4.3,100,"Seafood, Comfort Food, Cajun","Seafood, Comfort Food, Cajun","180 State Farm Pkwy, Birmingham, AL, 35209",35209,33.44986,-86.82377
233,3,"Tropical Smoothie Cafe (225 State Farm Parkway, Suite 101)",4.7,29,"American, Juice and Smoothies, Sandwich","American, Juice and Smoothies, Sandwich","225 State Farm Parkway, Homewood, AL, 35209",35209,33.44669,-86.82647
234,5,Subway (4024 Veterans Memorial Dr),,,"Fast Food, Sandwich, American","Fast Food, Sandwich, American","4024 Veterans Memorial Dr, Adamsville, AL, 35005",35005,33.59628,-86.94125
235,2,Kale Me Crazy (Homewood),4.8,37,"Salads, American, Vegetarian, Healthy","Salads, American, Vegetarian, Healthy","1831 28TH AVE. SOUTH SUITE 106, Homewood, AL, 35209",35209,33.4809878,-86.790301
236,1,Farm Bowl Juice Co,,,"Juice and Smoothies, Bowls, Gluten Free","Juice and Smoothies, Bowls, Gluten Free","1920 29th Ave. S, Birmingham, AL, 35209",35209,33.47991,-86.78877
237,18,Corey's Restaurant (1800 24th St SW),,,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","1800 24th St SW, Birmingham, AL, 35211",35211,33.46657,-86.87428
238,17,Cici's Pizza (808 Greensprings Highway),,,"Pizza, American, Italian","Pizza, American, Italian","808 Green Springs Highway, Homewood, AL, 35209",35209,33.4610406,-86.8194259
239,16,Hootie's Bait &amp; Tackle (1278 Oak Grove Road),,,"American, Burgers, Sandwich, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food","American, Burgers, Sandwich, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food","1278 Oak Grove Road, Birmingham, AL, 35209",35209,33.4431257,-86.8291813
240,15,Coop &amp; Run (1709 Fulton Rd),,,"American, Fried Chicken","American, Fried Chicken","1709 Fulton Rd, Fultondale, AL, 35068",35068,33.60956,-86.80566
241,14,"Honey Baked Ham (7001 Crestwood Blvd, Ste 114)",5,11,"Sandwich, Family Meals","Sandwich, Family Meals","7001 Crestwood Blvd, Ste 114, Birmingham, AL, 35213",35213,33.5279384,-86.7303598
