id,position,name,score,ratings,category,category,full_address,zip_code,lat,lng
647,19,Sakura Cafe,,,"Japanese, Asian, Sushi","Japanese, Asian, Sushi","12835 U.S. 231, Hazel Green, AL, 35750",35750,34.88713,-86.56987
648,17,Chuck E. Cheese (1220 Jordan Lane Nw),,,Pizza,Pizza,"1220 Jordan Lane Nw, Huntsville, AL, 35816",35816,34.7402332,-86.6268393
649,15,Rafael’s Pizzeria,,,"Italian, Pasta, Comfort Food","Italian, Pasta, Comfort Food","12819 Highway 231 431 N, Hazel Green, AL, 35750",35750,34.88617,-86.56934
650,37,A Town Wings,,,"Comfort Food, American, Wings","Comfort Food, American, Wings","2608 North Memorial Parkway, Huntsville, AL, 35810",35810,34.758705,-86.591294
651,36,I Love Bacon,,,"Sandwich, American, Wings","Sandwich, American, Wings","6400 University Dr, Huntsville, AL, 35806",35806,34.7466642,-86.686241
652,35,Cosmic Wings - N. Memorial Pkwy.,,,"American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food","American, Bar Food, Wings, Fast Food, Chicken, Family Meals, Exclusive to Eats, Comfort Food","3150 Memorial Parkway NW, Huntsville, AL, 35810",35810,34.76593,-86.58744
653,34,TailGaters Sports Bar,,,"American, Wings","American, Wings","2190 Winchester Road Northeast, Huntsville, AL, 35811",35811,34.81732,-86.4912
654,31,McDonald's (11895 Highway 231-431 North),3.9,10,"American, burger, Fast Food","American, burger, Fast Food","11895 Highway 231-431 North, Meridianville, AL, 35759",35759,34.85763,-86.57212
655,28,Hootie's Burger Bar (4729 NW University),,,"American, Bar Food, burger, Sandwiches, Burgers","American, Bar Food, burger, Sandwiches, Burgers","4729 NW University, Huntsville, AL, 35816",35816,34.7362673,-86.6515956
656,27,Rookiez Wings,,,"Comfort Food, American, Chicken","Comfort Food, American, Chicken","14450 Highway 231 431, Hazel Green, AL, 35750",35750,34.94050042,-86.57046121
657,26,Quiznos (Huntsville),,,"Sandwich, Salads, Traditional American, Fast Food","Sandwich, Salads, Traditional American, Fast Food","5095 Moores Mill Rd, Huntsville, AL, 35811",35811,34.79392,-86.53643
658,25,LawLers Barbecue,,,"BBQ, American, Burgers","BBQ, American, Burgers","11818 U.S. 231, Meridianville, AL, 35759",35759,34.85606,-86.57109
659,23,Buster's American Kitchen (Huntsville),4.2,21,"American, Burgers, Wings","American, Burgers, Wings","950 Makers Way NW, Huntsville, AL, 35806",35806,34.7381,-86.66424
660,22,Humphrey's Bar and Grill,,,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","109 Washington St NE, Huntsville, AL, 35801",35801,34.7318704,-86.585925
661,20,Dave &amp; Buster's (Huntsville),4.5,38,"American, Burgers, Wings","American, Burgers, Wings","950 Makers Way NW, Huntsville, AL, 35806",35806,34.738433,-86.664074
662,19,el mariachi,,,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","14450 U.S. 231, Hazel Green, AL, 35750",35750,34.94015,-86.57087
663,18,Jason's Deli (1395 Enterprise Way Nw),4.4,41,"American, Deli, Sandwich, Salads, Pasta, Family Meals","American, Deli, Sandwich, Salads, Pasta, Family Meals","1395 Enterprise Way Nw, Huntsville, AL, 35806",35806,34.743296,-86.678555
664,17,Red Lobster (1818 University Dr. NW),4.3,74,"Seafood, American, Family Meals","Seafood, American, Family Meals","1818 University Dr. NW, Huntsville, AL, 35801",35801,34.7413352,-86.5992138
665,15,"Steak 'n Shake (5901 University Drive, Suite I)",4.4,89,American,American,"5901 University Drive, Suite I, Huntsville, AL, 35806",35806,34.73867,-86.66602
666,14,Jersey Mike's Subs (6290 University Dr),4.5,37,"Sandwich, American","Sandwich, American","6290 University Dr., Huntsville, AL, 35806",35806,34.7464761,-86.6830503
667,12,Pierce's Family Restaurant,,,"Comfort Food, American, Wings","Comfort Food, American, Wings","14267 U.S. 231, Hazel Green, AL, 35750",35750,34.93388,-86.57256
668,11,Billy's Sports Bar &amp; Grill,,,"American, Burgers, Sandwiches","American, Burgers, Sandwiches","14881 Highway 231 431 N, Hazel Green, AL, 35750",35750,34.95412,-86.57147
669,10,Ruth's Chris Steak House (720 Gallatin St SW),4.6,11,"Steak, American","Steak, American","720 Gallatin St SW, Huntsville, AL, 35801",35801,34.7221274,-86.5826328
670,9,Captain D's (4953 University Drive NW),4.2,51,"Seafood, Fast Food, Fish and Chips, American, Family Meals","Seafood, Fast Food, Fish and Chips, American, Family Meals","4953 University Drive NW, Huntsville, AL, 35816",35816,34.7383888,-86.6594137
671,7,Las Trojas Cantina Mexican Restaurant,,,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","164 Charity Lane, Hazel Green, AL, 35750",35750,34.94674,-86.5747
672,8,La Fuente Mexican Restaurant Meridianville,4.5,32,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","11785 US-231 431 N, Meridianville, AL, 35759",35759,34.85366,-86.57156
673,6,Ole Dad's BBQ,,,"BBQ, American, Burgers","BBQ, American, Burgers","14163 U.S. 231, Hazel Green, AL, 35750",35750,34.93071,-86.57235
674,4,Zaxby's (2181 Winchester Road),4.7,24,"American, Salads, Wings, Healthy, Family Meals","American, Salads, Wings, Healthy, Family Meals","2181 Winchester Road, Huntsville, AL, 35811",35811,34.8178716,-86.49331
675,2,Five Guys AL-1535 1221-A N Memorial Pkwy,4.8,100,"American, Burgers","American, Burgers","1221 Memorial Pkwy Nw, Huntsville, AL, 35801",35801,34.744516,-86.601602
676,1,KFC  (12276 U.S. Highway 231),,,"American, Fast Food, wings","American, Fast Food, wings","12276 U.S. Highway 231, Meridianville, AL, 35759",35759,34.87049,-86.57106
677,4,Arby's (30 Shields Rd),4.5,15,"American, Sandwich, Fast Food, Kids Friendly","American, Sandwich, Fast Food, Kids Friendly","30 Shields Rd, Huntsville, AL, 35811",35811,34.7741,-86.5275748
678,3,IHOP (6151 University Drive Nw),4.5,100,"American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals","American, Breakfast and Brunch, burger, Comfort Food, Dinner, Omelette, salad, Traditional American, Family Meals","6151 University Drive Nw, Huntsville, AL, 35806",35806,34.743943,-86.6788436
679,10,Hootie's Bait &amp; Tackle (4729 NW University),3.4,21,"American, Barfood, Wings, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food, Sandwich","American, Barfood, Wings, Seafood, Fish and Chips, Desserts, Fast Food, Bar Food, Sandwich","4729 NW University, Huntsville, AL, 35816",35816,34.7362673,-86.6515956
680,9,Three Scoops Premium Ice Cream,,,"Black-owned, Desserts, Ice Cream + Frozen Yogurt, Exclusive to Eats","Black-owned, Desserts, Ice Cream + Frozen Yogurt, Exclusive to Eats","6125 University Dr, Huntsville, AL, 35806",35806,34.74202,-86.6766
681,8,Hooters (Huntsville),3.8,72,"Bar Food, Wings, American, Chicken, Burgers","Bar Food, Wings, American, Chicken, Burgers","4729 University Dr NW, Huntsville, AL, 35816",35816,34.7362673,-86.6515956
682,7,Bojangles' Famous Chicken &amp; Biscuits 1121 (5015 North Memorial Pkwy),4.3,18,"Chicken Strips, Fast Food, Fried Chicken","Chicken Strips, Fast Food, Fried Chicken","5015 Memorial Pkwy NW, Huntsville, AL, 35810",35810,34.79334,-86.57752
683,6,Applebee's (N. Memorial Pkwy.),4.2,99,"American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings, Family Meals","American, Bar Food, BBQ, burger, Chicken Strips, Comfort Food, Dinner, pasta, salad, Sandwich, Soup, Steak, Traditional American, wings, Family Meals","3150 Memorial Pkwy NW, Huntsville, AL, 35810",35810,34.7661893,-86.587081
684,5,Krystal (970 Old Monrovia Rd),3.6,20,"American, Burgers, Fast Food","American, Burgers, Fast Food","970 Old Monrovia Rd, Huntsville, AL, 35806",35806,34.7388497,-86.660965
685,4,Logan's Roadhouse 403 (6226 University Drive Northwest),4.3,100,"Burgers, American, Comfort Food, Family Meals","Burgers, American, Comfort Food, Family Meals","6226 University Drive Northwest, Huntsville, AL, 35806",35806,34.7456179,-86.6804868
686,3,Taco Bell (1638 Hwy 72 E),,,"Burritos, Fast Food, Mexican","Burritos, Fast Food, Mexican","1638 Hwy 72 E, Huntsville, AL, 35811",35811,34.7730028,-86.53464
687,1,CVS (12275 HIGHWAY 231/431NORTH),,,"Everyday Essentials, Convenience, Pharmacy, Snacks","Everyday Essentials, Convenience, Pharmacy, Snacks","12275 HIGHWAY 231/431NORTH, MERIDIANVILLE, AL, 35040",35040,34.8706,-86.57156
688,2,Walgreens (12290 HIGHWAY 231 431 NORTH),,,"Pharmacy, Convenience, Everyday Essentials, Baby","Pharmacy, Convenience, Everyday Essentials, Baby","12290 Highway 231 431 North, Meridianville, AL, 35759",35759,34.87028699,-86.56930549
689,17,Chipotle Mexican Grill (5900 University Dr Nw Ste D2),4.5,100,"Healthy, Mexican","Healthy, Mexican","5900 University Dr Nw Ste D2, Huntsville, AL, 35806",35806,34.7423007,-86.6657469
690,2,Darryn's Deli [TAXTECH-1051 - AL close to TN],,,"Drinks, Turkish","Drinks, Turkish","28835 Airport Lane, Ardmore, AL, 35739",35739,34.97563,-86.88313
691,1,"KFC (1690 Highway 72, E.)",4.3,19,"American, Fast Food, wings, Family Meals","American, Fast Food, wings, Family Meals","1690 Highway 72 E., Huntsville, AL, 35811",35811,34.7728491,-86.53252
692,21,Sbarro  (2801 Memorial Pkwy. S.),,,"Italian, pasta, pizza","Italian, pasta, pizza","2801 Memorial Pkwy. S., Huntsville, AL, 35801",35801,34.7072515,-86.5873219
693,5,Subway (7950 Highway 72 W Ste B),,,"Fast Food, Sandwich, American","Fast Food, Sandwich, American","7950 Highway 72 W Ste B, Madison, AL, 35757",35757,34.75367,-86.74883
694,1,Dirty Little Vegan (5001 Adventist Blvd NW),,,"American, Vegan, Healthy, Alcohol","American, Vegan, Healthy, Alcohol","5001 Adventist Blvd NW, Huntsville, AL, 35816",35816,34.75191,-86.64702
695,20,Pieology Pizzeria (365 The Bridge St Ste 101),4.7,32,"Pizza, Gluten Free, Salads, Desserts, Healthy","Pizza, Gluten Free, Salads, Desserts, Healthy","365 The Bridge St Ste 101, Huntsville, AL, 35806",35806,34.7182114,-86.6738759
696,86,Rookiez  (Harvest),,,"American, Wings, Chicken","American, Wings, Chicken","4314 University Drive, Huntsville, AL, 35816",35816,34.73549,-86.63676
697,49,Panda Express (8598 Hwy 72 West),4.6,68,"Asian, Chinese, Family Meals","Asian, Chinese, Family Meals","8598 Hwy 72 West, Madison, AL, 35758",35758,34.748374,-86.7732891
698,21,Kung Fu Tea,,,"Bubble Tea, Coffee and Tea, Juice","Bubble Tea, Coffee and Tea, Juice","1022 Midcity Drive, Huntsville, AL, 35806",35806,34.7387885,-86.6670152
699,12,Yummy Asia - 35805,,,"Asian, Asian Fusion, Korean","Asian, Asian Fusion, Korean","420 Jordan Ln NW, Huntsville, AL, 35805",35805,34.72603,-86.62689
700,87,Pofta Buna International Cafe,,,"European, Desserts, Salads, Healthy","European, Desserts, Salads, Healthy","2211 Seminole Drive Southwest 100, Huntsville, AL, 35805",35805,34.71517,-86.59672
701,17,Mariah Carey's Cookies - Huntsville,,,"Desserts, Bakery","Desserts, Bakery","401 The Bridge St NW, Huntsville, AL, 35806",35806,34.71508136,-86.67505021
702,89,Handel's Ice Cream,,,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts","Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts","7086 Highway 72 West, Huntsville, AL, 35806",35806,34.75495,-86.71216
703,9,Sonic (907 Jordan Ln NW)*,4.3,100,"American, burger, Fast Food, Hot Dog, Sandwich","American, burger, Fast Food, Hot Dog, Sandwich","907 Jordan Ln Nw, Huntsville, AL, 35816",35816,34.73403,-86.62792
704,60,Zoe's Kitchen (4800 Whitesburg Drive Ste 42),4.8,43,"Healthy, Family Meals","Healthy, Family Meals","4800 Whitesburg Drive Southeast, Huntsville, AL, 35802",35802,34.69287,-86.56958
705,84,Taste of Tbilisi (325 The Bridge St Suite 101),,,"Sandwiches, Comfort Food","Sandwiches, Comfort Food","325 The Bridge St, Huntsville, AL, 35806",35806,34.71371,-86.67282
706,80,Marble Slab Creamery (350 The Bridge St #112,,,"Desserts, Ice Cream &amp; Frozen Yogurt, Comfort Food","Desserts, Ice Cream &amp; Frozen Yogurt, Comfort Food","350 The Bridge Street, Huntsville, AL, 35806",35806,34.71834,-86.67329
707,1,United Kitchens of India,,,"Indian, Vegetarian, Pakistani, Exclusive to Eats, Chicken","Indian, Vegetarian, Pakistani, Exclusive to Eats, Chicken","420 Jordan Lane Northwest, Huntsville, AL, 35805",35805,34.72603,-86.62689
708,74,Pita Mediterranean Street Food - Madison,4.8,74,"Mediterranean, Greek, Vegetarian","Mediterranean, Greek, Vegetarian","300 Hughes Rd. ste I, Madison, AL, 35758",35758,34.70685,-86.74224
709,68,The Ice Cream Shop,,,"Ice Cream + Frozen Yogurt, Desserts, Comfort Food","Ice Cream + Frozen Yogurt, Desserts, Comfort Food","6551 Wall Triana Hwy, Madison, AL, 35757",35757,34.77303,-86.74893
710,85,Heaven's Healthy Kitchen,,,"Vegan, Plant Based, Sandwich, Vegetarian, Healthy","Vegan, Plant Based, Sandwich, Vegetarian, Healthy","1004 Jordan Ln NW Ste 8, Huntsville, AL, 35816",35816,34.73649,-86.62661
711,67,Marco’s Pizza (22099 Hwy 72 E Suite H),4.5,37,"pizza, Salads, Wings","pizza, Salads, Wings","22099 Hwy 72 E, Athens, AL, 35613",35613,34.78234,-86.92849
712,60,Moe's Southwest Grill (8141 Highway 72 West Suite B),4.5,28,"Mexican, Fast Food","Mexican, Fast Food","8141 Highway 72 West Suite B, Madison, AL, 35758",35758,34.7499744,-86.7545535
713,54,Jim 'N Nick's Bar-B-Q (Huntsville),4.5,100,"BBQ, Salads, Wings","BBQ, Salads, Wings","4935 University Dr, Huntsville, AL, 35816",35816,34.737896,-86.65781
714,38,Schlotzsky's (8969 Highway 20),4.9,37,"Salads, Sandwich, Deli, Healthy, Family Meals","Salads, Sandwich, Deli, Healthy, Family Meals","8969, Madison, AL, 35758",35758,34.675501,-86.753243
715,34,Wild Burger (7042 Highway 72 West),,,Burgers,Burgers,"7042 Highway 72 W, Huntsville, AL, 35806",35806,34.75441,-86.71043
716,19,Bravo (401 The Bridge St NW),4.4,100,"Italian, Pasta, Family Meals","Italian, Pasta, Family Meals","401 The Bridge St NW, Huntsville, AL, 35806",35806,34.7153661,-86.6749859
717,7,Maki Fresh-Huntville,4.8,100,"Sushi, Asian, Japanese, Burgers, Salads, Healthy, Family Meals","Sushi, Asian, Japanese, Burgers, Salads, Healthy, Family Meals","930 Bob Wallace Ave SW, Huntsville, AL, 35801",35801,34.7122981,-86.588935
718,4,Mei Wei Asian Bistro,4.2,32,"Asian Fusion, Asian, Chinese","Asian Fusion, Asian, Chinese","6290 University Dr Ste A, Huntsville, AL, 35806",35806,34.74652,-86.6831
719,46,Desi Chops -35805,,,"Indian, Vegetarian, Asian","Indian, Vegetarian, Asian","420 Jordan Ln NW, Huntsville, AL, 35805",35805,34.72603,-86.62689
720,44,Curry Wok,,,"Indian, Noodles, Gluten Free, Vegan, Fast Food","Indian, Noodles, Gluten Free, Vegan, Fast Food","420 Jordan Lane Northwest, Huntsville, AL, 35805",35805,34.72603,-86.62689
721,43,Gunpowder Cafe,4.8,33,"Pakistani, Halal, Vegetarian, Gluten Free, Indian, Fast Food, Indian Curry, Vegan, Chicken","Pakistani, Halal, Vegetarian, Gluten Free, Indian, Fast Food, Indian Curry, Vegan, Chicken","420 Jordan Ln NW, Huntsville, AL, 35805",35805,34.72603,-86.62705
722,39,Phuket Thai Restaurant &amp; Sushi,,,"Sushi, Asian, Japanese","Sushi, Asian, Japanese","475 Providence Main St NW, Huntsville, AL, 35806",35806,34.75473,-86.69217
723,37,New China (3750 Highway 53),,,"Chinese, Asian, Asian Fusion","Chinese, Asian, Asian Fusion","3750 Highway 53, Huntsville, AL, 35806",35806,34.79292,-86.66717
724,34,5A's Restaurant,,,"Mediterranean, Greek, Vegetarian","Mediterranean, Greek, Vegetarian","6297 Alabama 53, Harvest, AL, 35749",35749,34.85735,-86.72117
725,32,China Cafe,,,"Asian, Asian Fusion, Korean","Asian, Asian Fusion, Korean","5850 Alabama 53, Harvest, AL, 3574",3574,34.84610169,-86.71068454
726,28,Big Bowl Thai Cuisine,4.7,39,"Thai, Asian, Noodles","Thai, Asian, Noodles","6125 University Dr NW, Huntsville, AL, 35806",35806,34.74145,-86.67321
727,23,China Buffet,4.7,54,"Chinese, Asian, Asian Fusion","Chinese, Asian, Asian Fusion","9016, Madison, AL, 35758",35758,34.6758625,-86.75567
728,21,Teriyaki Madness  (7709 Hwy 72 West),4.8,68,"Comfort Food, Fast Food","Comfort Food, Fast Food","7709 Hwy 72 West, Madison, AL, 35758",35758,34.7538896,-86.737553
729,22,Kobe Sushi Hibachi Express,4.7,40,"Japanese, Asian, Sushi","Japanese, Asian, Sushi","1591 Hughes Rd, Madison, AL, 35758",35758,34.7490676,-86.740288
730,20,Hibachi Express,4.2,81,"Asian, Japanese, Sushi","Asian, Japanese, Sushi","4016 University Dr, Huntsville, AL, 35816",35816,34.73576,-86.63007
731,17,Hibachi Express,4.7,100,"Asian, Asian Fusion, Korean","Asian, Asian Fusion, Korean","1079 Balch Road, Madison, AL, 35758",35758,34.74682,-86.76683
732,15,Carrabba's (2801 S Memorial PKWY),4.8,100,"Italian, Family Meals","Italian, Family Meals","2801 S Memorial PKWY, Huntsville, AL, 46545",46545,34.7065292,-86.5873367
733,13,Taziki's Mediterranean Café (105 Brookridge Drive),4.7,92,"Healthy, Sandwich, Soup","Healthy, Sandwich, Soup","105 Brookridge Drive, Madison, AL, 35758",35758,34.74963,-86.76023
734,3,Rock N Roll Sushi (Clinton Ave),4.8,86,"Japanese, Sushi","Japanese, Sushi","2500 Clinton Ave W, Huntsville, AL, 35805",35805,34.7223396,-86.6052311
735,84,Dark.Side Coffee,,,"American, Coffee and Tea","American, Coffee and Tea","2007 North Memorial Parkway, Huntsville, AL, 35810",35810,34.75052,-86.59883
736,83,Rookiez wingz bar and grill,,,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","3612 Governors Dr SW, Huntsville, AL, 35805",35805,34.7208291,-86.6165811
737,82,Tendies Chicken Tenders (4925 University Dr),,,"American, Burgers, Sandwiches","American, Burgers, Sandwiches","4925 University Dr, Huntsville, AL, 35816",35816,34.74307,-86.65724
738,79,Maggie Moo's,,,"Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts","Ice Cream &amp; Frozen Yogurt, Comfort Food, Desserts","350 the Bridge St Ste 112, Huntsville, AL, 35806",35806,34.7183554,-86.6732426
739,78,Wing Squad (401 The Bridge St NW),,,"Wings, Chicken, American, Desserts","Wings, Chicken, American, Desserts","401 The Bridge St NW, Huntsville, AL, 35806",35806,34.715195,-86.67515
740,77,Donatos Pizza -8000 Madison Blvd,,,"Pizza, American, Italian","Pizza, American, Italian","8000 Madison Blvd, MADISON, AL, 35758",35758,34.6915736,-86.7181782
741,76,Dolce Pan Bakery,4.8,12,"American, Breakfast and Brunch, Desserts","American, Breakfast and Brunch, Desserts","2818 Governors Dr SW, Huntsville, AL, 35805",35805,34.72037,-86.60339
742,75,RD’s Smokehouse Barbecue,4.7,54,"American, Wings, BBQ","American, Wings, BBQ","1811 Nick Davis Road, Harvest, AL, 35749",35749,34.80645,-86.77933
743,73,Rocket City Tavern,,,"American, Salads, Sandwich","American, Salads, Sandwich","2100 Rideout Road, Huntsville, AL, 35808",35808,34.69731,-86.6736
744,68,La Colonial Tienda Mexicana,,,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","1222 Jordan Ln NW, Huntsville, AL, 35816",35816,34.74094,-86.62717
745,71,Texas de Brazil (Huntsville),4.5,13,"Steak, Brazilian, Latin American, Salads, Healthy","Steak, Brazilian, Latin American, Salads, Healthy","350 The Bridge Street NW Suite 124, Huntsville, AL, 35806",35806,34.71466,-86.67321
746,67,Chicken Sammy's 558 (365 The Bridge St),,,"American, Chicken, Fried Chicken, Sandwich, Burgers","American, Chicken, Fried Chicken, Sandwich, Burgers","365 The Bridge St Ste 113, Huntsville, AL, 35806",35806,34.71467,-86.67337
747,66,Dunkin' (103 Brookridge Dr),4.6,89,"Breakfast and Brunch, Donuts","Breakfast and Brunch, Donuts","103 Brookridge Dr, Madison, AL, 35758",35758,34.7495484,-86.7602883
748,65,Johnny Gryll's,,,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","2838 Jeff Road Northwest, Harvest, AL, 35749",35749,34.84156,-86.71791
749,64,Hootie's Chicken Tenders (4729 NW University),4.2,10,"American, Chicken Strips, Wings, Chicken","American, Chicken Strips, Wings, Chicken","4729 NW University, Huntsville, AL, 35816",35816,34.73637,-86.65204
750,62,Hunt Brothers Pizza,5,11,"American, Italian, Wings","American, Italian, Wings","6090 Old Madison Pike NW, Huntsville, AL, 35806",35806,34.71347,-86.658061
751,60,Market Fresh (7785 HIGHWAY 72 W),,,"American, Fast Food, Sandwich","American, Fast Food, Sandwich","7785 Highway 72 W, Madison, AL, 35758",35758,34.75332,-86.7405
752,59,Mi Casa Mexican Restaurant,,,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","5850 Highway 53 # U, Harvest, AL, 35749",35749,34.84567,-86.71213
753,58,Shababy's Rib Shack,,,"BBQ, American, Burgers","BBQ, American, Burgers","6046 Alabama 53, Harvest, AL, 35749",35749,34.85073766,-86.71556593
754,56,Pasqually's Pizza &amp; Wings P705 (1220 Jordan Lane Nw),4.8,18,"Pizza, Italian, Wings","Pizza, Italian, Wings","1220 Jordan Lane Nw, Huntsville, AL, 35816",35816,34.74034,-86.62707
755,55,MK WINGS ,,,"Wings, American, Fast Food","Wings, American, Fast Food","502 Jordan Lane Northwest, A&amp;B, Huntsville, AL, 35805",35805,34.72629,-86.6269
756,50,Big John's Bbq,,,"Comfort Food, American, Burgers","Comfort Food, American, Burgers","6360 Highway 53, Harvest, AL, 35749",35749,34.85907,-86.72012
757,49,Kona Grill  (Huntsville),4.6,38,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","435 The Bridge Street Town Centre Ste. 150, Huntsville, AL, 35806",35806,34.7167149,-86.6744686
758,48,Cicis Pizza (4925 University Dr Nw),4,59,"pizza, Italian, American","pizza, Italian, American","4925 University Drive Northwest, Huntsville, AL, 35816",35816,34.73713,-86.65479
759,47,Dairy Queen Grill &amp; Chill (11128 County Line Rd),4.7,54,"Ice Cream + Frozen Yogurt, Burgers, Chicken, American","Ice Cream + Frozen Yogurt, Burgers, Chicken, American","11128 County Line Rd, Madison, AL, 35756",35756,34.7003431,-86.7870881
760,44,Newk's Eatery 4925 University Drive,4.9,31,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","4925 University Dr NW, Huntsville, AL, 35816",35816,34.73713,-86.65479
761,43,7202-Bonefish Grill (4800 Whitesburg Dr S),4.7,79,"American, Seafood, Family Meals","American, Seafood, Family Meals","4800 Whitesburg Dr S, Huntsville, AL, 35802",35802,34.69211,-86.56985
762,42,KFC (7874 Highway 72 West),4.4,47,"American, Fast Food, wings, Family Meals","American, Fast Food, wings, Family Meals","7874 Highway 72 West, Madison, AL, 35758",35758,34.753794,-86.74431
763,40,"Panera (6886 Governors West, NW)",4.7,66,"Breakfast and Brunch, salad, Sandwich, Pizza, Healthy, American, Chicken","Breakfast and Brunch, salad, Sandwich, Pizza, Healthy, American, Chicken","6886 Governors West, NW, Huntsville, AL, 35806",35806,34.7154961,-86.6768337
764,39,Urban Cookhouse,4.9,64,"American, Sandwiches, Salads","American, Sandwiches, Salads","325 The Bridge Street, Huntsville, AL, 35806",35806,34.71351,-86.67284
765,37,Wings To Go - Madison,4.7,100,"Comfort Food, American, Wings","Comfort Food, American, Wings","8572 Madison Blvd, Huntsville, AL, 35758",35758,34.68244,-86.73788
766,36,Salsarita's (8044 Highway 72 W),4.5,42,"Mexican, Latin American, New Mexican, Family Meals","Mexican, Latin American, New Mexican, Family Meals","8044 Highway 72 W, Madison, AL, 35757",35757,34.7525962,-86.7512839
767,34,Melt,4.8,37,"Burgers, American, Sandwiches","Burgers, American, Sandwiches","201 Jefferson St N Suite I, Huntsville, AL, 35801",35801,34.73214,-86.58747
768,33,Punta Cana Caribbean Restaurant,4.7,16,"Caribbean, Latin American, Dominican","Caribbean, Latin American, Dominican","30098 Andrea Ln, Madison, AL, 35756",35756,34.738778,-86.7866536
769,32,McDonald's (5904 Highway 53),,,"American, burger, Fast Food","American, burger, Fast Food","5904 Highway 53, Harvest, AL, 35749",35749,34.84725,-86.7128
770,30,Turkey’s Barbecue ,,,"American, BBQ, Comfort Food","American, BBQ, Comfort Food","8904 Wall Triana Highway, Harvest, AL, 35749",35749,34.85062,-86.7496
771,29, Catfish Kitchen (4953 University Drive NW),,,"Seafood, Fast Food, American, Fish and Chips","Seafood, Fast Food, American, Fish and Chips","4953 University Drive NW, Huntsville, AL, 35816",35816,34.73838,-86.65936
772,22,Wendy's  (7782 Highway 72 West),4.6,29,"American, Burgers, Fast Food","American, Burgers, Fast Food","7782 Highway 72 West, Madison, AL, 35758",35758,34.754679,-86.740476
773,20,MrBeast Burger (365 The Bridge Street),4,57,"American, Burgers, Chicken, Desserts","American, Burgers, Chicken, Desserts","365 The Bridge Street, Huntsville, AL, 35806",35806,34.71382,-86.67288
774,19,BJ's Restaurant &amp; Brewhouse (Huntsville #573),4.2,95,"American, Burgers, Pizza, Family Meals","American, Burgers, Pizza, Family Meals","401 The Bridge Street, Huntsville, AL, 35806",35806,34.7153211,-86.6734403
775,17,El Paso Mexican Restaurant,4.7,35,"Mexican, Latin American, New Mexican","Mexican, Latin American, New Mexican","8003 Highway 53, Toney, AL, 35773",35773,34.90363,-86.75302
776,16,Cracker Barrel Old Country Store (2001 Drake Ave SW),4.4,100,"Burgers, American, Sandwiches, Family Meals","Burgers, American, Sandwiches, Family Meals","2001 Drake Ave SW, Huntsville, AL, 35801",35801,34.7047594,-86.5891869
777,14,Burger King (3035 Jeff Road),,,"American, burger, Fast Food, Family Meals","American, burger, Fast Food, Family Meals","3035 Jeff Road, Harvest, AL, 35749",35749,34.8471078,-86.71154
778,13,Big Shake's Hot Chicken &amp; Fish,4,37,"BBQ, American, Burgers","BBQ, American, Burgers","4925 University Drive Northwest, Huntsville, AL, 35816",35816,34.73713,-86.65479
779,11,Nothing But Noodles,4.6,100,"Asian, Salads, Noodles, Asian Fusion","Asian, Salads, Noodles, Asian Fusion","6125 University Dr NW, Huntsville, AL, 35806",35806,34.74145,-86.67321
780,10,Zaxby's (8586 Us Hwy 72 West),4.4,32,"American, Salads, Wings, Healthy, Family Meals","American, Salads, Wings, Healthy, Family Meals","8586 Hwy 72 West, Madison, AL, 35757",35757,34.748531,-86.772648
781,8,Sonic (7871 Highway 72 West)*,4.3,58,"American, burger, Fast Food, Hot Dog, Sandwich","American, burger, Fast Food, Hot Dog, Sandwich","7871 Hwy 72 W, Madison, AL, 35758",35758,34.75273,-86.74384
782,7,Papa Johns (5850 Highway 53),4.9,14,"Pizza, Wings, Sandwiches, Desserts, American, Traditional American, Fast Food","Pizza, Wings, Sandwiches, Desserts, American, Traditional American, Fast Food","5850 Highway 53, Harvest, AL, 35749",35749,34.84567,-86.71213
783,6,Freddy's Frozen Custard &amp; Steakburgers (1075 Balch Rd),4.5,85,"Burgers, American, Sandwiches, Desserts","Burgers, American, Sandwiches, Desserts","1075 Balch Rd, Madison, AL, 35758",35758,34.74822,-86.76742
784,4,Smashburger (8135 US-72),4.6,43,"American, Burgers","American, Burgers","8135 US-72, Madison, AL, 35758",35758,34.7509271,-86.7545143
